sfla,BuildingType,LocationType
3614.0,Single Family Home,In-State (Out of County)
9186.0,Single Family Home,Out of State
4530.0,Single Family Home,In-County
3828.0,Single Family Home,In-State (Out of County)
4575.0,Single Family Home,In-State (Out of County)
4066.0,Single Family Home,In-County
3770.0,Single Family Home,Out of State
4360.0,Single Family Home,Out of State
5404.0,Single Family Home,In-State (Out of County)
4138.0,Single Family Home,In-County
4297.0,Single Family Home,Out of State
3108.0,Single Family Home,In-County
4416.0,Single Family Home,Out of State
3916.0,Single Family Home,Out of State
3411.0,Single Family Home,In-State (Out of County)
5384.0,Single Family Home,In-County
91911.0,Apartment/Condo/Townhome,Out of State
3887.0,Single Family Home,Out of State
3821.0,Single Family Home,In-State (Out of County)
6165.0,Single Family Home,In-State (Out of County)
6896.0,Single Family Home,Out of State
4015.0,Single Family Home,Out of State
6348.0,Single Family Home,Out of State
3146.0,Single Family Home,Out of State
3305.0,Single Family Home,In-State (Out of County)
4703.0,Single Family Home,Out of State
4444.0,Single Family Home,Out of State
4032.0,Single Family Home,Out of State
4568.0,Single Family Home,Out of State
2890.0,Single Family Home,In-County
4244.0,Single Family Home,In-County
3863.0,Single Family Home,Out of State
4333.0,Single Family Home,In-State (Out of County)
3944.0,Single Family Home,Out of State
4098.0,Single Family Home,In-State (Out of County)
4055.0,Single Family Home,Out of State
3754.0,Single Family Home,Out of State
4544.0,Single Family Home,Out of State
3773.0,Single Family Home,In-County
3437.0,Single Family Home,Out of State
10233.0,Single Family Home,Out of State
4639.0,Single Family Home,In-County
7281.0,Single Family Home,In-State (Out of County)
3405.0,Single Family Home,Out of State
3342.0,Single Family Home,In-State (Out of County)
2917.0,Single Family Home,In-County
5560.0,Single Family Home,Out of State
3168.0,Single Family Home,In-State (Out of County)
3998.0,Single Family Home,In-State (Out of County)
3183.0,Single Family Home,In-County
4584.0,Single Family Home,In-County
3919.0,Single Family Home,In-County
4566.0,Single Family Home,Out of State
5083.0,Single Family Home,In-County
3880.0,Single Family Home,In-State (Out of County)
2312.0,Single Family Home,In-County
2801.0,Single Family Home,In-State (Out of County)
3210.0,Single Family Home,Out of State
6038.0,Single Family Home,Out of State
5477.0,Single Family Home,In-County
4783.0,Single Family Home,In-County
6437.0,Single Family Home,Out of State
3464.0,Single Family Home,Out of State
4392.0,Single Family Home,In-State (Out of County)
2258.0,Single Family Home,In-County
4545.0,Single Family Home,In-State (Out of County)
4623.0,Single Family Home,Out of State
3215.0,Single Family Home,In-County
5116.0,Single Family Home,Out of State
3138.0,Single Family Home,In-County
2405.0,Single Family Home,In-State (Out of County)
2530.0,Single Family Home,In-County
4543.0,Single Family Home,Out of State
3767.0,Single Family Home,In-County
8658.0,Single Family Home,Out of State
1932.0,Commercial,In-County
1449.0,Apartment/Condo/Townhome,In-County
1923.0,Apartment/Condo/Townhome,In-County
1664.0,Apartment/Condo/Townhome,In-County
1755.0,Apartment/Condo/Townhome,In-County
1356.0,Apartment/Condo/Townhome,In-County
1524.0,Apartment/Condo/Townhome,In-County
1363.0,Apartment/Condo/Townhome,In-County
921.0,Commercial,In-State (Out of County)
3525.0,Apartment/Condo/Townhome,In-State (Out of County)
1514.0,Apartment/Condo/Townhome,In-County
960.0,Commercial,In-County
1653.0,Commercial,In-County
1436.0,Commercial,In-County
1586.0,Commercial,In-State (Out of County)
1343.0,Commercial,In-County
951.0,Commercial,In-County
72104.0,Commercial,In-State (Out of County)
3653.0,Single Family Home,In-County
3512.0,Single Family Home,In-State (Out of County)
5649.0,Single Family Home,In-State (Out of County)
2623.0,Single Family Home,In-County
5195.0,Single Family Home,In-County
5712.0,Single Family Home,Out of State
3719.0,Single Family Home,Out of State
3428.0,Single Family Home,Out of State
3854.0,Single Family Home,Out of State
3673.0,Single Family Home,In-State (Out of County)
5666.0,Single Family Home,Out of State
3900.0,Single Family Home,Out of State
3234.0,Single Family Home,Out of State
3168.0,Single Family Home,Out of State
2556.0,Single Family Home,In-County
3018.0,Single Family Home,In-State (Out of County)
5294.0,Single Family Home,In-County
3208.0,Single Family Home,In-County
6635.0,Single Family Home,In-State (Out of County)
4143.0,Single Family Home,In-County
1634.0,Single Family Home,Out of State
6219.0,Single Family Home,In-County
3368.0,Single Family Home,In-County
3859.0,Single Family Home,Out of State
4248.0,Single Family Home,Out of State
4939.0,Single Family Home,In-County
2392.0,Single Family Home,In-State (Out of County)
5244.0,Single Family Home,Out of State
6483.0,Single Family Home,In-State (Out of County)
7099.0,Single Family Home,Out of State
4680.0,Single Family Home,In-County
6520.0,Single Family Home,Out of State
4647.0,Single Family Home,In-State (Out of County)
6055.0,Single Family Home,Out of State
4910.0,Single Family Home,In-State (Out of County)
3850.0,Single Family Home,In-State (Out of County)
4586.0,Single Family Home,Out of State
5174.0,Single Family Home,Out of State
2142.0,Single Family Home,In-County
3997.0,Single Family Home,In-State (Out of County)
2900.0,Single Family Home,In-County
1722.0,Single Family Home,In-County
4031.0,Single Family Home,In-State (Out of County)
1976.0,Single Family Home,In-County
2728.0,Single Family Home,In-County
3240.0,Single Family Home,In-County
2268.0,Single Family Home,In-County
4957.0,Single Family Home,In-County
3812.0,Single Family Home,In-State (Out of County)
7080.0,Single Family Home,In-State (Out of County)
6907.0,Single Family Home,Out of State
5365.0,Single Family Home,In-State (Out of County)
5197.0,Single Family Home,In-State (Out of County)
3244.0,Single Family Home,In-County
6462.0,Single Family Home,Out of State
6085.0,Single Family Home,Out of State
3828.0,Single Family Home,In-County
3684.0,Single Family Home,In-State (Out of County)
5453.0,Single Family Home,In-County
7339.0,Single Family Home,Out of State
4522.0,Single Family Home,In-County
5218.0,Single Family Home,In-State (Out of County)
6300.0,Single Family Home,In-State (Out of County)
1278.0,Single Family Home,In-County
5089.0,Single Family Home,Out of State
6988.0,Single Family Home,Out of State
3709.0,Single Family Home,In-State (Out of County)
5879.0,Single Family Home,In-County
4320.0,Single Family Home,In-County
4282.0,Single Family Home,Out of State
5133.0,Single Family Home,In-County
4321.0,Single Family Home,Out of State
8447.0,Single Family Home,Out of State
4656.0,Single Family Home,Out of State
3213.0,Single Family Home,In-County
4113.0,Single Family Home,In-County
3595.0,Single Family Home,Out of State
2087744.0,Apartment/Condo/Townhome,In-State (Out of County)
2749.0,Single Family Home,Out of State
3636.0,Single Family Home,In-State (Out of County)
871200.0,Commercial,In-County
2148.0,Single Family Home,In-State (Out of County)
2392.0,Single Family Home,Out of State
1088.0,Single Family Home,Out of State
2060.0,Single Family Home,In-State (Out of County)
6596.0,Single Family Home,Out of State
2681.0,Single Family Home,Out of State
3439.0,Single Family Home,In-County
5636.0,Single Family Home,In-State (Out of County)
4510.0,Single Family Home,In-County
54450.0,Commercial,In-County
4130.0,Single Family Home,Out of State
4863.0,Single Family Home,In-State (Out of County)
5504.0,Single Family Home,Out of State
4608.0,Single Family Home,Out of State
6876.0,Single Family Home,Out of State
5626.0,Single Family Home,Out of State
4223.0,Single Family Home,In-County
1577.0,Single Family Home,In-County
2867.0,Commercial,In-County
2484.0,Single Family Home,In-State (Out of County)
2290.0,Apartment/Condo/Townhome,In-State (Out of County)
960.0,Single Family Home,In-County
4335.0,Single Family Home,Out of State
1835.0,Single Family Home,In-County
3135.0,Single Family Home,In-State (Out of County)
1237.0,Apartment/Condo/Townhome,In-State (Out of County)
1237.0,Apartment/Condo/Townhome,In-State (Out of County)
2724.0,Single Family Home,In-County
1377.0,Single Family Home,In-County
4231.0,Single Family Home,In-County
3578.0,Single Family Home,In-County
3013.0,Single Family Home,Out of State
4640.0,Single Family Home,Out of State
4533.0,Single Family Home,In-State (Out of County)
4508.0,Single Family Home,In-State (Out of County)
1660.0,Single Family Home,In-County
1776.0,Single Family Home,In-State (Out of County)
2355.0,Single Family Home,Out of State
252.0,Single Family Home,In-State (Out of County)
2143.0,Single Family Home,In-County
4000.0,Single Family Home,Out of State
3742.0,Single Family Home,Out of State
2064.0,Single Family Home,Out of State
2728.0,Single Family Home,In-State (Out of County)
5152.0,Single Family Home,Out of State
7185.0,Single Family Home,Out of State
2120.0,Single Family Home,In-County
1472.0,Single Family Home,In-County
1078.0,Single Family Home,In-County
5327.0,Single Family Home,Out of State
1760.0,Single Family Home,In-State (Out of County)
3550.0,Single Family Home,In-County
624.0,Single Family Home,In-County
2619.0,Single Family Home,Out of State
5838.0,Single Family Home,In-County
1072.0,Single Family Home,In-County
5085.0,Single Family Home,Out of State
2678.0,Single Family Home,Out of State
1201.0,Single Family Home,In-County
2523.0,Single Family Home,Out of State
3316.0,Single Family Home,In-County
3523.0,Single Family Home,In-County
2738.0,Single Family Home,Out of State
4711.0,Single Family Home,Out of State
2235.0,Single Family Home,In-County
1424.0,Single Family Home,In-County
20749.0,Commercial,In-County
2576.0,Single Family Home,In-State (Out of County)
2732.0,Single Family Home,In-State (Out of County)
672.0,Single Family Home,In-State (Out of County)
1039.0,Apartment/Condo/Townhome,In-State (Out of County)
553.0,Apartment/Condo/Townhome,In-State (Out of County)
958.0,Single Family Home,In-County
681.0,Apartment/Condo/Townhome,In-State (Out of County)
1026.0,Apartment/Condo/Townhome,In-State (Out of County)
1175.0,Single Family Home,In-County
1247.0,Apartment/Condo/Townhome,In-State (Out of County)
768.0,Single Family Home,In-State (Out of County)
1039.0,Apartment/Condo/Townhome,In-State (Out of County)
905.0,Apartment/Condo/Townhome,In-State (Out of County)
991.0,Apartment/Condo/Townhome,In-State (Out of County)
991.0,Apartment/Condo/Townhome,In-State (Out of County)
606.0,Apartment/Condo/Townhome,In-State (Out of County)
1920.0,Single Family Home,Out of State
1045.0,Apartment/Condo/Townhome,Out of State
2393.0,Single Family Home,In-State (Out of County)
1457.0,Single Family Home,In-State (Out of County)
877.0,Apartment/Condo/Townhome,In-State (Out of County)
5798.0,Single Family Home,In-State (Out of County)
2060.0,Single Family Home,In-County
2775.0,Single Family Home,In-County
5009.0,Single Family Home,In-State (Out of County)
2148.0,Single Family Home,Out of State
780.0,Apartment/Condo/Townhome,In-State (Out of County)
2921.0,Single Family Home,Out of State
991.0,Apartment/Condo/Townhome,In-State (Out of County)
376.0,Single Family Home,In-County
2466.0,Single Family Home,Out of State
3448.0,Single Family Home,In-County
3157.0,Single Family Home,Out of State
494.0,Apartment/Condo/Townhome,In-State (Out of County)
392.0,Apartment/Condo/Townhome,In-State (Out of County)
1718.0,Single Family Home,In-State (Out of County)
1960.0,Single Family Home,In-State (Out of County)
1008.0,Apartment/Condo/Townhome,In-State (Out of County)
3319.0,Single Family Home,In-State (Out of County)
754.0,Single Family Home,In-State (Out of County)
1094.0,Apartment/Condo/Townhome,In-State (Out of County)
622.0,Apartment/Condo/Townhome,In-State (Out of County)
1152.0,Single Family Home,In-State (Out of County)
1904.0,Apartment/Condo/Townhome,In-State (Out of County)
919.0,Apartment/Condo/Townhome,Out of State
1045.0,Apartment/Condo/Townhome,Out of State
1111.0,Apartment/Condo/Townhome,Out of State
1018.0,Single Family Home,In-State (Out of County)
2632.0,Single Family Home,Out of State
1111.0,Apartment/Condo/Townhome,Out of State
2276.0,Single Family Home,Out of State
4631.0,Single Family Home,In-State (Out of County)
2983.0,Single Family Home,Out of State
1182.0,Apartment/Condo/Townhome,Out of State
370.0,Single Family Home,In-State (Out of County)
855.0,Apartment/Condo/Townhome,In-State (Out of County)
606.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,In-County
1094.0,Apartment/Condo/Townhome,In-State (Out of County)
1233.0,Apartment/Condo/Townhome,In-State (Out of County)
480.0,Apartment/Condo/Townhome,In-State (Out of County)
616.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
494.0,Apartment/Condo/Townhome,In-State (Out of County)
718.0,Apartment/Condo/Townhome,Out of State
991.0,Apartment/Condo/Townhome,Out of State
1664.0,Single Family Home,In-County
4284.0,Single Family Home,In-State (Out of County)
786.0,Apartment/Condo/Townhome,In-State (Out of County)
1392.0,Single Family Home,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
679.0,Single Family Home,In-State (Out of County)
5306.0,Single Family Home,Out of State
494.0,Apartment/Condo/Townhome,In-State (Out of County)
864.0,Single Family Home,In-State (Out of County)
1148.0,Single Family Home,Out of State
952.0,Apartment/Condo/Townhome,In-County
2145.0,Single Family Home,In-County
2803.0,Single Family Home,Out of State
960.0,Single Family Home,Out of State
365468.0,Single Family Home,Out of State
606.0,Apartment/Condo/Townhome,Out of State
762.0,Apartment/Condo/Townhome,Out of State
1094.0,Apartment/Condo/Townhome,In-State (Out of County)
991.0,Apartment/Condo/Townhome,In-State (Out of County)
1247.0,Apartment/Condo/Townhome,Out of State
681.0,Apartment/Condo/Townhome,Out of State
2156.0,Single Family Home,In-County
413.0,Apartment/Condo/Townhome,In-State (Out of County)
2335.0,Single Family Home,In-State (Out of County)
480.0,Apartment/Condo/Townhome,In-State (Out of County)
600.0,Apartment/Condo/Townhome,Out of State
991.0,Apartment/Condo/Townhome,Out of State
991.0,Apartment/Condo/Townhome,Out of State
780.0,Apartment/Condo/Townhome,In-County
780.0,Apartment/Condo/Townhome,In-State (Out of County)
1627.0,Single Family Home,In-State (Out of County)
995.0,Apartment/Condo/Townhome,Out of State
3423.0,Single Family Home,In-County
594.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,Out of State
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,In-County
666.0,Apartment/Condo/Townhome,Out of State
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
991.0,Apartment/Condo/Townhome,Out of State
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
735.0,Apartment/Condo/Townhome,In-State (Out of County)
819.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,Out of State
666.0,Apartment/Condo/Townhome,Out of State
991.0,Apartment/Condo/Townhome,In-County
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,Out of State
1008.0,Apartment/Condo/Townhome,Out of State
735.0,Apartment/Condo/Townhome,In-State (Out of County)
735.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
991.0,Apartment/Condo/Townhome,In-State (Out of County)
1045.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,In-State (Out of County)
666.0,Apartment/Condo/Townhome,Out of State
